nom_sv,site_vote_id,circonscription_id
EP. BOWA,8024008,8024
C.S PENIEL,8024009,8024
EP BUHIANYI,8024010,8024
EP KAPALA,8024011,8024
E.P NDOBA2,8024012,8024
EP TSHIMVULUILA,8024013,8024
E.P. TSHITENGE,8024014,8024
EP. LEKELAYI BANA,8024015,8024
LYCEE PROF. TUJUKAYI,8024016,8024
CABANE DE BAS CONGO,8024017,8024
E.P. BENA KABINDI,8024018,8024
EP DIKOLELA,8024019,8024
CENTRE DE SANTE DE KATABUA,8024020,8024
E.P. LUTULU,8024021,8024
E.P. LUSE KATANDA,8024022,8024
EP.MASELA,8024023,8024
CENTRE DE SANTE ET MATERNITE KASONGO MUNGANGA,8024024,8024
E.P. CIMBAYI,8024025,8024
E.P. KALUNDE,8024026,8024
E.P. MBUYAMBA KONJI,8024027,8024
E.P. NSUAKA,8024028,8024
E.P.BENA MBAYA,8024029,8024
E.P.BOBUMUE,8024030,8024
E.P.NKIMBA,8024031,8024
EP KAPINGA,8024032,8024
EP MUA-DIANDA,8024033,8024
INSTITUT DU 25/05,8024034,8024
EP NYELE,8024035,8024
E.P MULAMI 3,8024036,8024
E.P. TSHIBANG,8024037,8024
E.P.2 KALENGA,8024038,8024
EP MUTATAYI,8024039,8024
BEYA THOMAS,8024040,8024
EP DIKIMA,8024041,8024
INSTITUT DE BIBANGA,8024042,8024
ITM BIBANGA 1,8024043,8024
ITM BIBANGA 2,8024044,8024
C.S LUKANGU 1,8024045,8024
E.P. LUKANGU,8024046,8024
INSTITUT KASENGULU,8024047,8024
C.S. MANJA,8024049,8024
E.P BAKUA KANDA,8024050,8024
E.P. BAKWA TSHINENE,8024051,8024
E.P. BASUME,8024052,8024
CABANE DE TSHITOLO,8024053,8024
CENTRE DE SANTE ET MATERNITE KASONGA MUNGANGA DE MULOMBA,8024054,8024
E.P NUNU,8024055,8024
E.P. DIBWE,8024056,8024
E.P. KALAMBU,8024057,8024
E.P. TSHIBILA,8024058,8024
E.P KAHINDU 1,8024059,8024
SITE DE TSHIOMA,8024060,8024
E.P. MUSANGI,8024063,8024
E.P TSHIMUANGA,8024064,8024
CIABA 1,8024065,8024
NKUNDUYI MUTOKA,8024066,8024
EP BOWA 2,8024067,8024
E.P. TSHIBILA II,8024068,8024
CABANE BENA MBAYABO,8024069,8024
CENTRE DE MEDICAL BENA NKELENDA,8024070,8024
E.P. TSHIKUYI,8024071,8024
CENTRE DE SANTE DEUX N,8024072,8024
EP MUSANKISHI,8024073,8024
EP MASANGA,8024074,8024
E.P. LUBILANJI,8024075,8024
INSTITUT SUPERIEUR PEDAGOGIQUE DE KATANDA,8024076,8024
CABANE DE BAJILANGA,8025001,8025
EP LA PROMESSE2,8025002,8025
CENTRE DE SANTE BENA KALOMBO,8025003,8025
E.P. NKWADI,8025004,8025
EP KASUMBI,8025005,8025
EP TATU NKOLONGO,8025006,8025
INSTITUT TSHILENGE EX KAMU,8025007,8025
CENTRE DE SANTE BK KOLELA,8025008,8025
E.P. KAFINGA,8025009,8025
E.P. KANGU,8025010,8025
NSENGA NSENGA,8025011,8025
E.P. DINGAYA,8025012,8025
E.P. KAFITA,8025013,8025
E.P. MUFUKENYI,8025014,8025
FERME MUTOKOYI,8025015,8025
E.P TSHILENGE.,8025016,8025
E.P. TSHINJIDI,8025017,8025
E. P. MPUNGA TSHIELA,8025018,8025
E.P LOMBA 1,8025019,8025
E.P. KAFITA II(EX-MBOYI),8025020,8025
CABANE DE BENA-KABUNDI,8025021,8025
"""""INST. AM""""""""WENU""""",8025022,8025
SEAZA 1,8025023,8025
CENTRE DE SANTE BENA LUNGU,8025024,8025
E.P BAJILANGA,8025025,8025
E.P NSENGA NSENGA,8025026,8025
E.P. NSALAKANI,8025027,8025
ASSEMBLEE DES TEMOINS DU CHRIST,8025028,8025
CABANE DE BENA-KANANGILA,8025029,8025
E.P DE LA RECONCILIATION,8025030,8025
CENTRE DE SANTE KASANSA,8025031,8025
E.P. KASANSA KATOBO,8025032,8025
E.P. NTANDA,8025033,8025
INSTITUT NDENGEJA,8025034,8025
LYCEE MUA TSHIANYI,8025035,8025
CENTRE DE SANTE BENA MULUMBA,8025036,8025
EP DISANGAYI,8025037,8025
EP TUKIJA,8025038,8025
CENTRE DE SANTE MBUMBU,8025039,8025
E.P. TSHIDIMA,8025040,8025
E.P. LOTA II,8025041,8025
EP LUBILANJI,8025042,8025
E.P. MADIYA,8025043,8025
RESIDENCE KABENGELE 2,8025044,8025
CABANE DE BENA TSHITENGA,8025045,8025
CABANE DE BENA MUKENDI,8025046,8025
E.P. MUANDU,8025047,8025
AIR DE SANTE DE BENA BILONDA,8025048,8025
CABANE DE BENA KABULA,8025049,8025
CABANE DE BENA TSHUINZA DIBWA,8025050,8025
CENTRE DE SANTE MUKUMBA,8025051,8025
E.P LUAMUELA,8025052,8025
E.P. BENA BILONDA,8025053,8025
E.P. BENA KALONJI,8025054,8025
E.P. KABONGU KANKUSU,8025055,8025
INSTITUT KA-TSHIA,8025056,8025
BUREAU DE DIAMANTS SUPER,8025057,8025
CABANE,8025058,8025
E.P MUHONDO 1,8025059,8025
EP KANDA,8025061,8025
CABANE DE BENA-TSHIMONYI,8025062,8025
CENTRE DE SANTE CIMPUMA,8025063,8025
E.P. DITEKEMENA,8025064,8025
E.P. TSHIBATA,8025065,8025
CENTRE DE SANTE BENA NGOYI,8025066,8025
E.P. DINSANGA,8025067,8025
EP DISANKA II,8025068,8025
E.P NTALANGA,8025069,8025
E.P. LUFINGILA,8025070,8025
INST. TECH. AGRICOLE MUAMBA NDUBA,8025071,8025
EP TSHITANDAYI,8025072,8025
E.P. KASUMBI,8025073,8025
E.P. NDINGA,8025074,8025
E.P. TSHITANDAYI,8025075,8025
E.P. BENA KAPIAMBA,8025076,8025
EP BUTOKA,8025077,8025
EP MUKONGO,8025078,8025
ANCIEN BATIMENT ADMINISTRATIF EX BUREAU DE SECTEUR DE KAMPATSHI,8025079,8025
CENTRE CISENDA,8025080,8025
E.P TSHIYA,8025081,8025
EP KASENGAYI,8025082,8025
EP NSANGILU,8025083,8025
E.P NSANGILU,8025084,8025
E.P. RAMAZANI,8025085,8025
E.P. TSHIBUMBA,8025086,8025
CABANE DE BENA NKONGOLO,8025087,8025
EP.  SANKAYI,8025088,8025
E.P. BENA TSHIBANGU,8025089,8025
"E,P BUFUA",8025090,8025
INSTITUT NTITA MANYISHA,8025091,8025
CENTRE DE SANTE CILENGE,8025092,8025
INSTITUT DE TSHILENGE,8025093,8025
E.P. MBUYI TSHISUAKA,8025094,8025
CENTRE DE SANTE ET MATERNITE LA PAIX,8025095,8025
E.P. LUKALABA,8025096,8025
INSTITUT PEDAGOGIQUE MUTOMBO KATSHI,8025097,8025
E. P. NKUADI,8025098,8025
E.P KANDUNGA,8025099,8025
E.P NTENDU,8025100,8025
E.P. MULUNDA,8025101,8025
E.P TSHIABUKA,9031001,9031
E.P KAZEWU,9031002,9031
MUTSHIENGELE,9031003,9031
CABANE DE MUKOMA TSHIAPEMBA,9031004,9031
CABANE TSHIKUNJI,9031005,9031
E.P 4 TSHITOKA,9031006,9031
E.P. TSHIVUADI,9031007,9031
E.P. MUSHIKU,9031008,9031
EP KALUEBO,9031009,9031
TERRAIN CABANE,9031010,9031
E P SANKAYI,9031011,9031
E.P  MABUE,9031012,9031
E.P MUSHIKO KASONGA,9031013,9031
CABANE BENA DIBOMBO,9031014,9031
E.P. KABEYA KAPITA,9031015,9031
E.P. KANEMU,9031016,9031
E.P. DIKEBELE,9031017,9031
E.P TSHIASHI,9031018,9031
EP TSHIFUEMBE,9031019,9031
CABANE NTUMBA MUKOLO,9031020,9031
E.P BUETU BONSO,9031021,9031
EP KABENGEDI,9031022,9031
CABANE BENA KAYEMBE MULUMBA,9031023,9031
E.P  TSHITEMBI,9031024,9031
E.P BIPENDU MWATA,9031025,9031
E.P KASOKO 2,9031026,9031
E.P. KAYAYA,9031027,9031
E.P. LUMPEMBE,9031028,9031
MUENZE 2,9031029,9031
CENTRE DE SANTE MUKANGA,9031030,9031
E.P MOWUDI,9031031,9031
E.P TSHIALUPEMBA,9031032,9031
E.P. TUDIKONKE,9031033,9031
INSTITUT  TSHINU NKONGA BATU,9031034,9031
E.P. 2 BISANGA,9031035,9031
E.P KABONGO MUTOMBO,9031036,9031
E.P NKATE MUSHINDA,9031037,9031
E.P TUSHINTULUKE,9031038,9031
E.P. KABEYA,9031039,9031
E.P KABONGO MUTOMBO,9031040,9031
CABANE  NKONKO MISENGA,9031041,9031
CABANE BUDIANTU MISENGA,9031042,9031
E.P KASALA,9031043,9031
E.P. TSHITEMBI,9031044,9031
CABANE,9031045,9031
E.P KANULADI,9031046,9031
E.P MUBUABUA,9031047,9031
E.P. 2 MALU MALU,9031048,9031
E.P KAMIAKA,9031049,9031
E.P. 2 LUNGENYI,9031050,9031
TERAIN VIDE,9031051,9031
E.P KALUMBU,9031052,9031
E.P NDJOKO PUTA,9031053,9031
E.P. NTUMBA TSHIMPANGA,9031054,9031
BATIMENT PUBLIC/COHYDRO,9031055,9031
E.P MUFUTA KAYEYE,9031056,9031
E.P NSAKAYI,9031057,9031
E.P. 1 NDJOKO PUNDA,9031058,9031
E.P. NGINDU SHINDANI,9031059,9031
INST.SCIENT DE NDJOKO PUNDA,9031060,9031
INSTITUT 2 MBUMBA,9031061,9031
E.P LUANGALA,9031062,9031
CENTRE DE SANTE BANGAMBA,9031063,9031
E.P NJILA,9031064,9031
E.P. KAPINDULA,9031065,9031
E.P KABUDILA,9031066,9031
E.P. MUKAYABALE,9031067,9031
EP. BETHEL,9031068,9031
IPROF NDOMBI,9031069,9031
CABANE KAMA NDJOKO PORT,9031070,9031
INSTITUT BUANKANE,9031071,9031
CABANE BANTU NSANKI,9031072,9031
E.P KUDIMUNA,9031073,9031
E.P KAPATA,9031074,9031
E.P TSHINKOLO,9031075,9031
E.P. NSENDA,9031076,9031
EP MULUNDA,9031077,9031
CABANE BENA KONJI,9031078,9031
E.P 2 KAYEYE,9031079,9031
E.P  TSHIABA  NGALAMULUME,9031080,9031
E.P TUSUMINYINE,9031081,9031
E.P KABUDILA B,9031082,9031
CABANE DE MUAMBA MUKOMA,9031083,9031
E.P. 1 KAPEMBA,9031084,9031
INSTITUT LUANGALA,9031085,9031
E.P KAKUDI,9031086,9031
CABANE DE BIYENGE MAYI,9031087,9031
E.P 2 KAPEMBA,9031088,9031
E.P NYIKI,9031089,9031
INSTITUT KABANGU,9031090,9031
EP VICTOIRE,9031091,9031
INSTITUT  BUETU BONSO,9031092,9031
E.P 2 MUKAYABALE,9031093,9031
E.P BAKUA KANJINGA,9031094,9031
E.P BUKOLE,9031095,9031
EP KANSELE,9031096,9031
E.P 2 DITALALA,9031097,9031
EP. KABONGO MUTOMBO,9031098,9031
CABANE KAPINGA MUANA,9031099,9031
E.P PIERRE MPUTU 2,9031100,9031
E.P KANYINGANYINGA,9031101,9031
E.P MPATA MBOYI,9031102,9031
INSTITUT MASANGU,9031103,9031
EP DILALA 3,9031104,9031
BAKAMPENDA,9031105,9031
E.P KAPINGA NZAMBI,9031106,9031
E.P LUKENGU  TSHIBUABUA,9031107,9031
CABANE DE BAMUYAYA,9031108,9031
CABANE DE KALOMBA,9031109,9031
E.P. TSHISANGA,9031110,9031
CABANE IKOKO1 DE,9031111,9031
E.P BITENGE,9031112,9031
E.P TUAKUILANGANE,9031113,9031
CABANE MUKONGO MUKOLO2,9031114,9031
CABANE NKONGOLO NZEMBA 2,9031115,9031
CABANE NDABI,9031116,9031
E.P MUTSHIMANYI,9031117,9031
E.P. 1 KOLA MOYO,9031118,9031
CABANE WEDI-KASAâ”œâ”,9031119,9031
E.P.2 BUPOLE,9031120,9031
INSTITUT LUNGANDU,9031121,9031
INSTITUT SAINT JACQUES,9031122,9031
E.P. KABEYA TSHINYAMA,9031123,9031
E.P DILALA,9031124,9031
E.P TSHITOKA 6,9031125,9031
C.S BAJILA KAPUMBU,9031126,9031
E.P BUNKALA,9031127,9031
E.P. MPOKOLO,9031128,9031
CABANE LUANKUANGA,9031129,9031
E.P. BAJILA KAPUMBU,9031130,9031
STADE KABEYA KANKOLO,9031131,9031
CABANE,9031132,9031
E.P  PASCAL TSHITOKA,9031133,9031
E.P. 2 KONYI,9031134,9031
E.P. 3 LULENGELE,9031135,9031
CABANE DIKEBELE TSHIEBE,9031136,9031
E.P 1  KONYI,9031137,9031
E.P. LUBI,9031138,9031
E.P. MBOMBO TSHIONA,9031139,9031
EP. MUKANGA,9031140,9031
CENTRE DE SANTE DINYUNYI,9031141,9031
E.P. 1 DITEKEMENA,9031142,9031
E.P. DINYUNYU,9031143,9031
CABANE NSASAYI,9031144,9031
E.P MADI NSENDA,9031145,9031
E.P. 2 LULENGELE,9031146,9031
CABANE DE BATETELA,9031147,9031
E.P BENA TSHIADI,9031148,9031
E.P ABBEE TOMBE,9031149,9031
CABANE LUBUADILA,9031150,9031
E.P. ELA MEJI,9031151,9031
INST. PUPUYI,9031152,9031
CENTRE DE SANTE KAMBA NGOMA,9031153,9031
E.P.TUYE KUMPALA,9031154,9031
E.P SHAMBUAMBUA,9031155,9031
CABANE BENA TSHIADI,9031156,9031
E.P. KAYAMBA,9031157,9031
CABANE KABEYA MAYI I,9031158,9031
E.P BUIMPE,9031159,9031
CABANE KABADI 2,9031160,9031
LUSANGA,9031161,9031
E.P TSHINU NKONGA BATU,9031162,9031
E.P.BALOFUA,9031163,9031
CABANE DE BAKWA MBUYI,9031164,9031
CABANE DE MUEBELA,9031165,9031
CABANE  DE KANTU MBANTSHI,9031166,9031
CENTRE DE SANTE DILOLO,9031167,9031
E.P KASENDA,9031168,9031
E.P TSHINA,9031169,9031
EP BUTOKE,9031170,9031
EP. BULUNDA,9031171,9031
INSTITUT LUNKELU,9031172,9031
INSTITUT TECHNIQUE COMMERCIAL,9031173,9031
CABANE MAHUMBU,9032001,9032
EP MAKUNDA,9032002,9032
CABANE KAMBA KHANJ MBULU WAYA,9032003,9032
EP2. SUMBUJI,9032004,9032
EP. LUNGENYI,9032005,9032
CENTRE DE SANTE FUNGA MUTELO TSHIYONGA,9032006,9032
INSTITUT II NGOMBE,9032007,9032
SUCC TSHIVULUKILU,9032008,9032
CANTRER DE SANTE JERBA DE TSHITUNDU,9032009,9032
CENTRE DE SANTE JERBA,9032010,9032
EP. LUTULU,9032011,9032
EP LUEBO,9032012,9032
E.P. SUMBUYI,9032013,9032
EP MUWESE,9032014,9032
EP TSHIDIMBU,9032015,9032
EP KATHENJI,9032017,9032
EP MUSHITENU,9032018,9032
E.P: KABUNGU,9032020,9032
E.P. MATSHANYA,9032021,9032
E.P. NSOKA,9032022,9032
E.P. SENGE,9032023,9032
EP DIKASA  DIMPE,9032024,9032
CABANE  TSHIFUFI  1,9032025,9032
E.P. 1 MIBALAYI,9032026,9032
INSTITUT MUKELENGE,9032027,9032
E.P. MUYOMBO,9032028,9032
EP KAMBULU,9032029,9032
E.P. FUNGAMESO,9032030,9032
CS BONDEKO,9032031,9032
EP2 TSHISELE,9032033,9032
EP ZANGO,9032034,9032
E.P. KADIATA,9032035,9032
EP KUYENGENU,9032036,9032
CABANE CENTRE DE SANTE SHA MUKULU,9032037,9032
E.P. TUDIYEYE,9032038,9032
E.P. MUKUANDJANGA,9032039,9032
KAKOBA,9032040,9032
CENTRE DE SANTE CHA UWA,9032041,9032
EP NDUNGO,9032042,9032
CENTRE DE SANTE SHA KHOMBE,9032043,9032
INST. TECH. AGRICOLE MUNGULULU,9032044,9032
E.P. MUPOYI,9032045,9032
INSTITUT KISALU,9032046,9032
EP. MUPASHI,9032047,9032
EP2 KOLESHENU,9032048,9032
CABANE DE BUNGULU SHANGONGE,9032049,9032
CABANE KASENGE,9032050,9032
CENTRE DE SANTE MUTIY,9032051,9032
CABANE DE KALENGA-MBALE (KALENG-MBAL),9032052,9032
EP TOBI KALENGA,9032053,9032
EP. DIAMBULUISHA,9032054,9032
CABANE DE MBESA,9032055,9032
EP 2 MIKOKA,9032056,9032
CABANE KAMBA NGUJI KAMBOYA,9032057,9032
EP KOMBO KABENGA,9032058,9032
KALOPONGO,9032059,9032
TSHIMBUNGU,9032060,9032
CS SAINT FRANCOIS,9032061,9032
E.P. 1 TSHIBOTO,9032062,9032
E.P. TSHIKAMBA,9032063,9032
EP SONA,9032064,9032
INSTITUT KAYONGO,9032065,9032
CABANE MBUMBA TFUMBA SHANDONDJI,9032066,9032
INSTITUT KABUNGU,9032067,9032
EP4 TETEJI,9032068,9032
EP UBOMBO,9032069,9032
CABANE DE KAMBA-NGUNJI-MUKUKUA-SHAYISUASUA,9032070,9032
CABANE SHA TSHIKUATA,9032071,9032
CABANE KAVUNDA,9032072,9032
CABANE LUNDA KAUNGUL,9032073,9032
CABANE MUANZANZA,9032074,9032
EP. MAKOLO,9032075,9032
CAB LUENA TSHIANDUKE,9032076,9032
CABANE MUATSHANIKA,9032077,9032
INST. GODET KALAU,9032079,9032
CABANE/KAMUANGA,9032080,9032
E.P KAKHUMU,9032081,9032
E.P KAVUNDI,9032082,9032
E.P. LUSHIKU,9032083,9032
EP LUNYANYA2,9032084,9032
E.P1 TETEJI,9032085,9032
INST AGRO SHAHITENGO,9032086,9032
CENTRE DE SANTE DIULA,9032087,9032
E.P. SHAWANGA,9032088,9032
EP KALEBA,9032089,9032
INSTITUT IMAM KATHOLO,9032090,9032
CABANE DE MINUNGU,9032091,9032
CABANE DE MUHUNGA SHALUSEKE,9032092,9032
CS TSHITEPA,9032093,9032
INSTITUT BULUNDA I,9032094,9032
EP TSHIWAPE,9032095,9032
EP. LELA,9032096,9032
INST. LUSHIMBA,9032097,9032
CENTRE DE SANTE KUKUANZA/SAMBA,9032098,9032
ZANDOLUNGEYA/BATETELA,9032099,9032
C.S KINDAMBI LUZOLO YA NZAMBI,9032100,9032
E.P. SHATSHI,9032101,9032
CABANE KIBO,9032102,9032
EP. KUHUIMA,9032103,9032
CABANE,9032104,9032
E.P. MUINDA,9032105,9032
EP. MUANT SOLA,9032106,9032
INSTITUT KINONA NONO,9032107,9032
INSTITUT SAMY,9032108,9032
EP MUKANGU,9032109,9032
EP. NDJINDJI,9032110,9032
EP. 2 MBUEDIA,9032111,9032
EP. MANDA,9032112,9032
EP NZAMBA,9032113,9032
INSTITUT KAPUYA,9032114,9032
EP DINYUKA,9032115,9032
EP ITSUBA,9032116,9032
CABANE KHASHA,9032117,9032
ITA SHAMBUANDA,9032118,9032
LYCEE TECHNIQUE MIODI,9032119,9032
E.P3. TUSANKE,9032120,9032
INSTITUT KALAU,9032121,9032
EP DITSHIMUNA,9032122,9032
EP. EFAM,9032123,9032
E.P TSHITOKO,9032124,9032
EP. MUKOSE,9032125,9032
CABANE,9032126,9032
EP MASAYA,9032127,9032
EP. DISO DIA NZAMBI,9032128,9032
EP. MBOMBA,9032129,9032
INSTITUT KIBULUNGU,9032130,9032
EP. DIBELAYI,9032131,9032
CS/AS NGULUNGU,9032132,9032
CS KITEMBO,9032134,9032
EP. KITEMBO,9032135,9032
INST. PEDAGOGIQUE KABUNDA,9032136,9032
MINI STADE DE BAKWA MUFUMBE,9032137,9032
E.P. MISHANGI,9032139,9032
CABANE BAKUA NDAMBI,9032140,9032
EP. LUKUNGA,9032141,9032
EP3. TETEJI,9032142,9032
EP 2 MUKHINDA,9032143,9032
EP INGA,9032145,9032
CENTRE DE SANTE LUMIERE,9032146,9032
EP. KAYANGA,9032147,9032
CENTRE HOSPITALIER KHOMA,9032148,9032
INSTITUT KUMANA,9032149,9032
CABANE DE BAKUA SAMBA KIBOTO,9032150,9032
INSTITUT NDJINDJI,9032151,9032
CABANE DE BAKUA TSULE KANDA,9032152,9032
CABANE DE BAKWA-KAKOLE,9032153,9032
E.P. NDJINDJI,9032154,9032
EP2. TETEJI,9032155,9032
CENTRE DE SANTE,9032156,9032
CABANE MAWEZE,9032157,9032
EP1. KOLESHENU,9032158,9032
EP.MUTSHIMA,9032159,9032
EP MAPUPA/SANGAMBILU,9032160,9032
CENTRE DE SANTE LUVU/KINYOKA,9032161,9032
EP1 KABUATU,9032162,9032
INSTITUT KELE,9032163,9032
INSTITUT LUBAMBA,9032164,9032
EP LUKAKA,9032165,9032
INSTITUT MADILO,9032166,9032
KIMBWAMBWA,9032167,9032
AIRE DE SANTE MALONGO,9032168,9032
EP KIBULUNGU,9032169,9032
EP1. MAKUNDA,9032170,9032
INSTITUT KAHANGE,9032171,9032
CABANE ZAMBA,9032172,9032
CENTRE DE SANTE MUKALA,9032173,9032
KUHUMA KALANDULA,9032174,9032
EP SASHILA,9032175,9032
EP. NDAMBI,9032176,9032
E.P. KABUMBA,9032177,9032
E.P. KIONGEKA,9032178,9032
E.P. LONGO,9032179,9032
EP KASHAU,9032180,9032
CABANE DE BAKUA THUNDA/NDANGA,9032181,9032
EP. NGINA,9032183,9032
CABANE. MBOMA,9032184,9032
EP TSUNDU,9032185,9032
EP PITSHI,9032186,9032
EP. NKONGOLO,9032187,9032
CENTRE DE SANTE KATEYA,9032188,9032
EP LUNGEYA,9032189,9032
EP KASOMBI,9032190,9032
INSTITUT MATADI,9032191,9032
E.P. KAPATU,9032192,9032
EP. SHAMUTOMA,9032193,9032
EP KABUNDA2,9032194,9032
EP KADIMUKILA,9032195,9032
EP. LUAYI NUMBABILE,9032196,9032
C.S LUKOMBO,9032197,9032
"EP, BASUANGANE",9032198,9032
EP. KABAMBAYI,9032199,9032
EP. KANGUBA,9032200,9032
EP. MAKUMBI,9032201,9032
LUMPUNGA,9032202,9032
CABANE/KABUMBA I,9032203,9032
DIKONGAYI,9032204,9032
AIRE DE SANTE TSHIMBINDA 2,9032205,9032
CENTRE DE SANTE ET MATERNITE TSHILUPULA,9032206,9032
E.P. DIKONGA,9032207,9032
E.P. DILUNDA,9032208,9032
EP. KAMITENGU,9032209,9032
CENTRE DE SANTE NOTRE FAMILLE,9032210,9032
E.P. 1 BULENGELE,9032211,9032
AIRE DE SANTE KATOKA,9032212,9032
E.P. 3 BUAKANE,9032213,9032
EP KATOPA,9032214,9032
EP. MATONDO,9032215,9032
E.P MBENDAYI,9032216,9032
E.P MUNZUNZU,9032217,9032
EP NSUNGILA,9032218,9032
E.P KIM,9032219,9032
E.P LUAKU UMONE,9032220,9032
EP LUKOLELA,9032221,9032
EP. LUBILU,9032222,9032
EP NKOYI KAYEYE,9032223,9032
EP. MOYO MUPELUKE,9032224,9032
EP3. TUAKADISANGA,9032225,9032
KANYINGANYINGA,9032226,9032
CABANE NGANDU KASUBA,9032227,9032
EP.MUTUILA,9032228,9032
INST. MINGONDO,9032229,9032
C.S DIBATAYI,9032230,9032
EP. DITUNGA,9032231,9032
KALALA DANIEL,9032232,9032
EP. DITEKEMENA,9032233,9032
EP. KUDITA,9032234,9032
E.P MPONGO,9032235,9032
KENA KALAMBA,9032236,9032
CENTRE DE SANTE TSHIMBINDA 1,9032237,9032
E.P. BUWETU,9032238,9032
EP KAMBA,9032239,9032
EP TSHISENGE,9032240,9032
EP. MUAKUILAYI,9032241,9032
CABANE DE LUEBO MFUAMBA DIBUE,9032242,9032
CABANE DE MBUYI TSHIMANKINDA,9032243,9032
E.P. DIMONA,9032244,9032
EP. NSOKOMBE/KABULU,9032245,9032
EP KAMANIOLA,9032246,9032
E.P. DINTSHIATSHIA,9032247,9032
EP BAKENGE,9032248,9032
KABANE,9032249,9032
EP LUBUMBUDI,9032250,9032
EP2 DIKU DIETU,9032251,9032
EP.KIPUNZA,9032252,9032
EP2 LUPEMBA,9032253,9032
CABANE,9032254,9032
EP KATOKA,9032255,9032
CENTRE DE SANTE LA MAIN DE DIEU.,9032256,9032
EP. MOHAMED BIN,9032257,9032
C.S KATUMBA,9032258,9032
EP MAYI MUNENE,9032259,9032
"""""CENTRE D""""""""ALPHABETISATION MUSENGA 4""""",9032260,9032
EP BIPOKOLA,9032261,9032
INSTITUT 2 BUTOKE,9032262,9032
CABANE EP. TSHISANGA,9032263,9032
EP. MALU MIMPE,9032264,9032
EP TSHILUATA,9032265,9032
EP. KAMPUNGA,9032266,9032
CABANE BUPOLE,9032267,9032
EP TULONGAYI,9032268,9032
EP. LUSULA,9032269,9032
CENTRE DE SANTE KABEYA LUMBU,9032270,9032
EP2 KASENDE,9032271,9032
CENTRE DE SANTE LA PAILLOTE,9032272,9032
EP3. MUDIMO,9032273,9032
E.P KATANGA,9032274,9032
E.P. DIKEBELAYI,9032275,9032
E.P. KANTOMBELE,9032276,9032
EP TUDISANGE,9032278,9032
EP2 LUPEMBA,9032279,9032
CENTRE DE SANTE LUMU LUIMPE,9032280,9032
EP 2 MUKUANDIANGA,9032281,9032
CENTRE DE SANTE MUANZANZA,9032282,9032
E P NGENGE,9032283,9032
EP NGENGE,9032284,9032
EP BUKAKA,9032286,9032
EP. LUMBUYI,9032287,9032
EP KASHIMBA,9032288,9032
EP MUBALAYI,9032289,9032
EP TSHIENDA RICHARD,9032290,9032
EP. TSHIKULUILA,9032291,9032
EP. BUKITU,9032292,9032
EP. TSHIUMINYINA,9032293,9032
CABANE 1,9032294,9032
INSTITUT MUPEMBA,9032296,9032
EP. MUSANGANA,9032297,9032
CENTRE DE SANTE BON BERGER,9032298,9032
EP NKUSU,9032299,9032
EP BIMUENYI,9032300,9032
EP KATALAYI,9032301,9032
EP. KANUPANGI,9032302,9032
CABANE DE DIBONDO,9032303,9032
EP MATONGE,9032304,9032
CABANE DE KAYENGA,9032305,9032
EP KAMANASOMBI,9032306,9032
MONAKEBE,9032307,9032
EP ABBE NDAYE BRUNO,9032308,9032
EP TSHINSUA,9032309,9032
CENTRE DE SANTE KABELEKESE,9032310,9032
E.P. KASALA PLACIDE,9032311,9032
E.P. MAYI TSHILELE,9032312,9032
EP ALEXIS MAMBA,9032314,9032
EP ANASTASIE MITSHINDU,9032315,9032
EP KAMANYONGA,9032316,9032
EP 1 MARANATA,9032317,9032
EP KAMILOMBE,9032318,9032
EP MUBARAKA/CABANE,9032319,9032
EP. DISANKA,9032320,9032
INSTITUT MONGE/KAFUATA,9032321,9032
CABANE DE BAKWA NKALA,9032322,9032
E.P. TSHISHANGANDU,9032323,9032
CABANE DE MAKODI,9032324,9032
CENTRE DE SANTE MBENZA,9032325,9032
CENTRE DE SANTE KAMUESHA 1,9032326,9032
INSTITUT DE KAMUESHA,9032327,9032
CABANE,9032328,9032
CABANE DE NTUMBA,9032329,9032
E.P. BAMUE,9032330,9032
EP KABANGE 1,9032331,9032
EP TUSUMINYINE,9032332,9032
AIRE DE SANTE LUENDA BASANGA,9032333,9032
INSTITUT DITUNGA,9032335,9032
CAMPEMENT KADUMBU,9032336,9032
INST2. TUDIKOLELE,9032337,9032
BALENGELE,9032339,9032
EP MUNGONGA DIKASA,9032340,9032
CENTRE DE SANTE DIEU DEFENSEUR,9032341,9032
EP. MABONDO,9032342,9032
CENTRE DE SANTE KATSHIMU,9032343,9032
E.P. 2 MUSADIDI,9032344,9032
EP. KALENGA SHIMBA,9032345,9032
EP1. MAYI MUNENE,9032346,9032
CABANE DE BENA-KALENGA II,9032347,9032
CABANE KAPONYA,9032348,9032
E.P. KAWAWA,9032349,9032
EP. KATENDE,9032350,9032
EP1. BANGA BANGA,9032351,9032
CS JERUSALEM,9032352,9032
E.P. 2 BANGA BANGA,9032353,9032
EP KALEBA,9032354,9032
CABANE DE BENA MUAYILA MUKULU II,9032355,9032
E.P SONA2,9032356,9032
C.S KAJILU TSHIKUNYI,9032357,9032
EP. MUTENA,9032358,9032
CENTRE DE SANTE,9032359,9032
E.P. DIKONGAYI,9032360,9032
E.P. TANDU,9032361,9032
EP LUATSHIMU,9032362,9032
EP. MULUNDU,9032363,9032
E.P.  TSHIBOTO,9032364,9032
E.P. BONSO BATANTE,9032365,9032
